"Playlist Date","Playlist Title","DJ ID","DJ Name",Date,Artist,Song,Release,Duration,ISRC,Released
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","Robert Palmer","Sneakin' Sally through the Alley","Sneakin' Sally through the Alley",4:26,GBAAN7400105,1974
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","Elton John","Little Jeannie","21 At 33 ((Remastered))",5:13,GBA098000020,1980
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","Nils Lofgren","The Sun Hasn't SEt","Back It Up!! Live... An Authorized Bootleg",3:41,USUM70700559,1975
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022","Q Lazzarus","Goodbye Horses","Goodbye Horses - Single",3:08,QMFME1337712,2013
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022","Bloc Party","Hunting for Witches","A Weekend In the City",3:31,GBDNH0600846,2007
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022","Yeah Yeah Yeahs","Heads Will Roll","It's Blitz!",3:41,USUM70953059,2009
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022","Talking Heads","Psycho Killer","Talking Heads: 77",4:21,USWB19900858,1977
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022",Bauhaus,"Bela Lugosi Is Dead","Bauhaus - 1979-1983 Volume One",9:37,GBAZP9800173,1986
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022","The Doors","People Are Strange","Strange Days",2:11,USRH12200738,2021
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022","Stevie Wonder",Superstition,"Talking Book",4:26,USMO17200984,1972
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022",OutKast,"Dracula's Wedding (feat. Kelis)","Speakerboxxx/The Love Below",2:33,USAR10301002,2003
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","John Prine","Hello in There","John Prine",4:32,USAT21501495,1972
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022",Donovan,"Season of the Witch","Sunshine Superman",4:54,USSM19916827,1966
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022","Screamin' Jay Hawkins","I Put a Spell On You","Cow Fingers and Mosquito Pie",2:26,USSM10005633,1991
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022","The Cramps","I was a Teenage Werewolf","Songs the Lord Taught Us",3:04,USIR38900032,1998
"Oct 12, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 12, 2022","Oingo Boingo","Dead Man's Party","Dead Man's Party",6:22,USMC18518727,1985
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","Led Zeppelin","Bron-Y-Aur Stomp","Led Zeppelin III (Remastered)",4:17,USAT21207026,1970
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","John Denver",Paradise,"Rocky Mountain High",2:18,USRC11100339,1972
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","Eric Clapton","We're All The Way","Slowhand (35th Anniversary Deluxe Edition)",2:34,NLF057790028,2012
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022",Badfinger,"Dear Angie (2010 - Remaster)","Magic Christian Music (Deluxe Edition)",2:41,GBDCE1000107,2010
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","The Band","The Weight","Music From Big Pink (Remastered)",4:34,USCA20000789,2013
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022",Carpenters,"Rainy Days And Mondays",Carpenters,3:39,USWWW0140298,1971
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","Fleetwood Mac","Do You Know","Behind the Mask",4:19,USWB10001746,1990
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","Dire Straits","Romeo and Juliet","Making Movies",6:01,GBF088000675,1996
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","The Allman Brothers Band","Little Martha","Eat a Peach (Deluxe Edition)",2:08,USPG19190008,1972
"Oct 12, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 12, 2022","keith mlevhu","The rich and the poor",,,,
"Oct 12, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 12, 2022","Alex Kunda",Zimbabwe,,,,
"Oct 12, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 12, 2022",Blackfoot,"Groovy Bone",Millie,3:34,ZAHZA2200088,1976
"Oct 12, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 12, 2022",Witch,"It's Alright","Introduction and In The Past",3:30,US2S71291013,2012
"Oct 12, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 12, 2022","Ngozi Family","Hold On","45,000 Volts",4:01,USA2P2114272,2021
"Oct 12, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 12, 2022",Peace,"get on the way","Black Power",9:08,US2S71630008,2016
"Oct 12, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 12, 2022","dr footswitch","every day has got a new dream",,,,
"Oct 12, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 12, 2022","Musi-O-Tunya & Rikki Ililonga","dark sunrise","Dark Sunrise",8:19,US2S71067005,2010
"Oct 12, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 12, 2022",Crossbones,Wiseman,"Wise Man",5:23,US92U1903572,1976
"Oct 12, 2022","DIG:Breaking Our Silence",165173,"Evan Cranmer","Oct 12, 2022",Cascada,"Everytime We Touch","Everytime We Touch",3:21,DEZ620500053,2006
"Oct 12, 2022","DIG:Breaking Our Silence",165173,"Evan Cranmer","Oct 12, 2022","Cher Lloyd","Want U Back","Sticks & Stones",3:35,GBHMU1100387,2011
"Oct 12, 2022","DIG:Breaking Our Silence",165173,"Evan Cranmer","Oct 12, 2022","Lady Gaga","Bad Romance","Bad Romance - Single",4:55,USUM70903859,2009
"Oct 12, 2022","DIG:Breaking Our Silence",165173,"Evan Cranmer","Oct 12, 2022",Rihanna,Disturbia,"Disturbia - Single",4:00,USUM70814476,2008
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022",OneRepublic,"I Ain’t Worried","I Ain’t Worried (Acoustic) [Music From The Motion Picture ""Top Gun: Maverick""] - Single",2:29,USUM72214537,2022
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Tame Impala","Is It True","The Slow Rush",3:58,AUUM71900933,2020
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Harry Styles","Late Night Talking","Harry's House",2:58,USSM12200610,2022
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Conan Gray",Telepath,"Telepath - Single",3:15,USUM72119694,2021
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022",Adele,Skyfall,"Skyfall - Single",4:46,GBBKS1200164,2012
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022",Rihanna,Disturbia,"Good Girl Gone Bad: Reloaded",3:59,USUM70814476,2008
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Alessia Cara",Here,Know-It-All,3:19,USUM71506251,2017
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Charlie Puth",Dangerously,"Nine Track Mind (Deluxe)",3:19,USAT21502907,2016
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Taylor Swift","I Knew You Were Trouble","Red (Deluxe Version)",3:40,USCJY1231039,2012
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Maroon 5",Maps,"V (Deluxe)",3:10,USUM71407116,2015
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Charlie Puth","LA Girls",Voicenotes,3:17,USAT21702297,2018
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","One Direction","Night Changes","FOUR (The Ultimate Edition)",3:47,GBHMU1400165,2014
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Fall Out Boy","Uma Thurman","American Beauty / American Psycho",3:32,USUM71417734,2015
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Meghan Trainor",NO,"Thank You (Deluxe Version)",3:34,USSM11600935,2017
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022",Stromae,"Tous les mêmes","Racine carrée",3:33,BET671300182,2013
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","twenty one pilots","Stressed Out",Blurryface,3:22,USAT21500628,2015
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Stray Kids","TASTE (Lee Know, Hyunjin, Felix)",MAXIDENT,3:36,,2022
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","Stray Kids","3RACHA (Bang Chan, Changbin, HAN)",MAXIDENT,3:29,,2022
"Oct 12, 2022","DIG:Breaking Our Silence",165173,"Evan Cranmer","Oct 12, 2022",Lorde,Team,"Pure Heroine",3:13,NZUM71300124,2013
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022",a-ha,"Take On Me","Hunting High and Low (Deluxe Edition)",3:49,USWB11001072,2010
"Oct 12, 2022","FM:serotonin boost",164817,Meghna,"Oct 12, 2022","DPR IAN","zombie pop","DPR ARCHIVES",1:54,TWCC32004500,2020
"Oct 12, 2022","DIG:Breaking Our Silence",165173,"Evan Cranmer","Oct 12, 2022","Taylor Swift","Love Story (Taylor’s Version)","Fearless (Taylor's Version)",3:56,USUG12100342,2021
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift",ivy,evermore,4:20,USUG12004713,2020
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","the last great american dynasty",folklore,3:51,USUG12002837,2020
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","The Very First Night (Taylor's Version) (From The Vault)","Red (Taylor's Version) [Video Deluxe]",3:20,USUG12103689,2021
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","I Know Places","1989 (Deluxe Edition)",3:16,USCJY1431409,2014
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","'tis the damn season",evermore,3:50,USUG12004704,2020
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","The Story Of Us","Speak Now",4:26,GBUM71027839,2010
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","Cornelia Street",Lover,4:47,USUG11901479,2019
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","Wildest Dreams","1989 (Deluxe Edition)",3:40,USCJY1431379,2014
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Kelsea Ballerini","I GUESS THEY CALL IT FALLIN'","SUBJECT TO CHANGE",4:01,,2022
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","The Archer",Lover,3:31,USUG11901475,2019
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","coney island (feat. The National)",evermore,4:35,USUG12004711,2020
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","I Did Something Bad",reputation,3:58,USCJY1750005,2017
"Oct 12, 2022","FM:Keeping Score",164777,"Carolyn Wood","Oct 12, 2022","john williams",jaws,,,,
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022",Bread,"Guitar Man","Guitar Man",3:46,USEE10180675,1972
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Dan Fogelberg",Longer,Phoenix,3:15,USSM17900291,1979
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022",Orleans,"Still the One","Dance With Me: The Best of Orleans",3:54,USEE10250656,1976
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","Miss Americana & The Heartbreak Prince",Lover,3:54,USUG11901477,2019
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift","The Other Side Of The Door","Fearless (Platinum Edition)",3:58,USCJY0803329,2009
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift",Enchanted,"Speak Now",5:52,USCJY1003663,2010
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift",cardigan,"folklore (deluxe version)",4:00,USUG12002836,2020
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Taylor Swift",Fifteen,Fearless,4:54,USCJY0803333,2008
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Lionel Richie","Endless Love","Love Songs",4:29,USMO18190008,1992
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Joe Cocker","She Came In Through The Bathroom Window","Joe Cocker!",2:36,USAM16900355,1969
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","Rod Stewart","Young Turks","Tonight I'm Yours",5:03,USWB10807934,1981
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022",Eagles,"Lyin' Eyes","One of These Nights",6:22,USEE11300179,1975
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","The Cars","Good Times Roll","The Cars",3:45,USRH11509832,1978
"Oct 12, 2022","DIG:harry styles chiropractor",164969,rehanna,"Oct 12, 2022",dodie,"Lonely Bones","Hot Mess - EP",3:05,,2022
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022","The Cars",Candy-O,Candy-O,2:36,USRH11509846,1979
"Oct 12, 2022","DIG:harry styles chiropractor",164969,rehanna,"Oct 12, 2022","The Fratellis","Chelsea Dagger","Costello Music (Bonus Track Version)",3:35,GBUM70601571,2007
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022",Asia,"Time Again","Rock Masters: Asia",5:35,USBKY0532479,2005
"Oct 12, 2022","FM:The Old All Told",167320,Katarina,"Oct 12, 2022",Boston,Smokin',Boston,4:21,USSM17600647,1976
"Oct 12, 2022","DIG:harry styles chiropractor",164969,rehanna,"Oct 12, 2022","Fleetwood Mac","Silver Springs - 2004 Remaster",,,,
"Oct 12, 2022","DIG:harry styles chiropractor",164969,rehanna,"Oct 12, 2022","The Altogether",Sophie,"Look Up - EP",4:07,TCADL1805371,2018
"Oct 12, 2022","DIG:harry styles chiropractor",164969,rehanna,"Oct 12, 2022","Mustard Service","Pleasantries (With Your Lover)","C'est la Vie",3:24,QZDA51925014,2020
"Oct 12, 2022","DIG:harry styles chiropractor",164969,rehanna,"Oct 12, 2022","The 1975","Part of the Band",,4:20,GBK3W2202315,2022
"Oct 12, 2022","DIG:harry styles chiropractor",164969,rehanna,"Oct 12, 2022","The Chordettes","Eddie My Love","The Chordettes' Best",2:14,USZZM1010655,2010
"Oct 12, 2022","DIG:harry styles chiropractor",164969,rehanna,"Oct 12, 2022","Isaiah Rashad","Silkk Da Shocka (feat. Syd)","The Sun's Tirade",2:46,TCACR1649840,2016
"Oct 12, 2022","FM:Keeping Score",164777,"Carolyn Wood","Oct 12, 2022","Rupert Gregson-Williams","One Man At a Time","Hacksaw Ridge (Original Motion Picture Soundtrack)",2:30,US3M51645812,2016
"Oct 12, 2022","FM:Keeping Score",164777,"Carolyn Wood","Oct 12, 2022","John Williams","hymn to the fallen","Saving Private Ryan (Music from the Original Motion Picture Soundtrack)",6:10,USDW19804601,1998
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Hamid Al Shaeri",Ayonha,"Habibi Funk: An Eclectic Selection of Music from the Arab World (Habibi Funk 007)",3691:40,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Os Mutantes","Ando Meio Desligado","A Divina Comédia Ou Ando Meio Desligado",4765:20,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Aretha Franklin","The Weight","This Girl's in Love with You",2997:06,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Songs: Ohia","Just Be Simple","Magnolia Electric Co. (Deluxe Edition)",4349:46,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022",Marijata,"We Live In Peace","This Is Marijata",4155:06,,1976
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Blue"" Gene Tyranny""","Next Time Might Be Your Time","Out of the Blue (40th Anniversary Remaster)",8110:00,,
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022",Supertramp,"Hide In Your Shell","Crime of the Century",6:50,USUM71022320,2014
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Kevin Ayers","When Your Parents Go to Sleep - 2003 Remaster",Bananamour,5:47,,1973
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Pete Dello and Friends","Do I Still Figure in Your Life","Into Your Ears",2:40,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Margo Guryan","The Hum","27 Demos",2:45,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Brian Wilson","Love And Mercy","I Just Wasn't Made For These Times",3:14,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Vashti Bunyan","Some Things Just Stick in Your Mind","Some Things Just Stick In Your Mind (Singles And Demos 1964 To 1967)",2:21,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Lou Reed","Charley's Girl","Coney Island Baby",2:39,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022",Badfinger,"Dear Angie - Remastered 2010","Magic Christian Music (Remastered 2010 / Deluxe Edition)",2:41,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Otis the 3rd",Time,"Time b/w Walk On By",3:47,,
"Oct 12, 2022","FM:Sharks Cove",164838,"Molly Szymanski","Oct 12, 2022","Dr. John","Did She Mention My Name","The Essential Recordings",2:46,,
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022","Ben Kweller","Wasted & Ready (feat. John David Kent, Josh Lattanzi & Vincent Chancey)","Sha Sha",3:51,USATO0100046,2002
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022",Weezer,"Hash Pipe","Weezer (Green Album)",3:07,USIR10110319,2016
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022","The Flaming Lips","Do You Realize?","Yoshimi Battles the Pink Robots",3:33,USWB11602514,2002
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022","The Killers","All These Things That I've Done","Hot Fuss (Deluxe Edition)",5:02,GBFFP0300055,2005
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022",Weezer,"In the Garage",Weezer,3:56,USGF19962908,2016
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022","Modest Mouse","Missed the Boat","We Were Dead Before the Ship Even Sank",4:25,USSM10700140,2007
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022",Phish,Contact,Junta,6:42,USEE10170549,1992
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022","Death Cab for Cutie","Title and Registration",Transatlanticism,3:39,USBS50310281,2003
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022",Pavement,"Spit On a Stranger","Terror Twilight",3:04,GBCEL9900130,1999
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022",Weezer,"Susanne (Single Version)","Weezer (Deluxe Edition)",2:47,USIR10400086,2016
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022","Ben Folds Five",Kate,"Whatever and Ever Amen",3:13,USSM19603698,1997
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna","Be an Astronaut",Zeros,4:36,GBARL1901431,2020
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna","Eventually, Darling",Zeros,4:12,GBARL1901438,2020
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna",Isombard,"Isombard - Single",3:41,GBARL1600922,2017
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna","Make Me Your Queen","What Do You Think About the Car?",3:41,GBARL1601811,2017
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna",Basic,"Brazil - Single",3:26,GBARL1501652,2015
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna",Paracetamol,"Liar - EP",5:18,GBARL1501415,2015
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna",Rapture,Zeros,4:00,GBARL1901436,2020
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna","Why Do You Feel So Down","What Do You Think About the Car?",3:41,GBARL1601807,2017
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna",Humongous,"Humongous - Single",5:22,GBARL1601813,2017
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna","The Key to Life on Earth",Zeros,4:07,GBARL1901432,2020
"Oct 12, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Oct 12, 2022","Declan McKenna",Brazil,"Liar - EP",4:13,GBARL1500856,2015
"Oct 12, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Oct 12, 2022",Weezer,"Keep Fishin'",Maladroit,2:52,USIR10210992,2016
"Oct 11, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Oct 11, 2022",Moses,"I Think You Worry Too Much","I Think You Worry Too Much - Single",3:31,GBMA21857320,2019
